LAUS Code,State FIPS Code,County FIPS Code,County Name,State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,Geolocation
CN3109700000000,31,097,Johnson County,NE,01/01/2015 12:00:00 AM,2126,2055,71,3.3,"Johnson County, NE
(40.186357, -97.086299)"
CN2815700000000,28,157,Wilkinson County,MS,01/01/2015 12:00:00 AM,2895,2590,305,10.5,"Wilkinson County, MS
(31.2222, -91.238899)"
CN2002700000000,20,027,Clay County,KS,01/01/2015 12:00:00 AM,4106,3929,177,4.3,"Clay County, KS
(39.380368, -97.124554)"
CN2806300000000,28,063,Jefferson County,MS,01/01/2015 12:00:00 AM,2288,1948,340,14.9,"Jefferson County, MS
(33.6325, -89.894997)"
CN2112900000000,21,129,Lee County,KY,01/01/2015 12:00:00 AM,2059,1888,171,8.3,"Lee County, KY
(37.075745, -88.973437)"
CN2502300000000,25,023,Plymouth County,MA,01/01/2015 12:00:00 AM,267849,254134,13715,5.1,"Plymouth County, MA
(41.95575, -70.664394)"
CN2302900000000,23,029,Washington County,ME,01/01/2015 12:00:00 AM,14031,13059,972,6.9,"Washington County, ME
(44.27357, -69.367727)"
CN2004300000000,20,043,Doniphan County,KS,01/01/2015 12:00:00 AM,4309,4121,188,4.4,"Doniphan County, KS
(39.641701, -95.080597)"
CN2102300000000,21,023,Bracken County,KY,01/01/2015 12:00:00 AM,3668,3435,233,6.4,"Bracken County, KY
(37.752284, -84.761404)"
CN2920300000000,29,203,Shannon County,MO,01/01/2015 12:00:00 AM,3359,3086,273,8.1,"Shannon County, MO
(37.230598, -92.015297)"
CN3113700000000,31,137,Phelps County,NE,01/01/2015 12:00:00 AM,4996,4875,121,2.4,"Phelps County, NE
(40.898535, -98.215965)"
CN2613500000000,26,135,Oscoda County,MI,01/01/2015 12:00:00 AM,2908,2657,251,8.6,"Oscoda County, MI
(44.2117, -83.553596)"
CN2716500000000,27,165,Watonwan County,MN,01/01/2015 12:00:00 AM,6204,5912,292,4.7,"Watonwan County, MN
(44.153301, -91.805801)"
CN2806500000000,28,065,Jefferson Davis County,MS,01/01/2015 12:00:00 AM,4147,3787,360,8.7,"Jefferson Davis County, MS
(33.6325, -89.894997)"
CN2700700000000,27,007,Beltrami County,MN,01/01/2015 12:00:00 AM,23327,22175,1152,4.9,"Beltrami County, MN
(47.542664, -96.531204)"
CN2713700000000,27,137,St. Louis County,MN,01/01/2015 12:00:00 AM,101170,96113,5057,5,"St. Louis County, MN
(44.943609, -93.368281)"
CN2901500000000,29,015,Benton County,MO,01/01/2015 12:00:00 AM,7239,6768,471,6.5,"Benton County, MO
(37.098921, -89.562581)"
CN2100700000000,21,007,Ballard County,KY,01/01/2015 12:00:00 AM,3584,3338,246,6.9,"Ballard County, KY
(38.243464, -85.564528)"
CN2902500000000,29,025,Caldwell County,MO,01/01/2015 12:00:00 AM,4424,4223,201,4.5,"Caldwell County, MO
(38.689014, -91.958566)"
CN2120300000000,21,203,Rockcastle County,KY,01/01/2015 12:00:00 AM,6735,6298,437,6.5,"Rockcastle County, KY
(37.210154, -86.891312)"
CN2903500000000,29,035,Carter County,MO,01/01/2015 12:00:00 AM,2526,2339,187,7.4,"Carter County, MO
(36.190846, -89.65555)"
CN2209900000000,22,099,St. Martin Parish,LA,01/01/2015 12:00:00 AM,24124,22463,1661,6.9,"St. Martin Parish, LA
(30.123953, -91.829048)"
CN1914900000000,19,149,Plymouth County,IA,01/01/2015 12:00:00 AM,14810,14385,425,2.9,"Plymouth County, IA
(43.247405, -93.123275)"
CN2205700000000,22,057,Lafourche Parish,LA,01/01/2015 12:00:00 AM,46717,44186,2531,5.4,"Lafourche Parish, LA
(29.397499, -90.585602)"
CN2800100000000,28,001,Adams County,MS,01/01/2015 12:00:00 AM,11467,10554,913,8,"Adams County, MS
(32.159698, -90.5606)"
CN3006300000000,30,063,Missoula County,MT,01/01/2015 12:00:00 AM,60752,58378,2374,3.9,"Missoula County, MT
(45.444401, -111.7314)"
CN2103300000000,21,033,Caldwell County,KY,01/01/2015 12:00:00 AM,5364,5069,295,5.5,"Caldwell County, KY
(37.6581, -84.781898)"
CN1917300000000,19,173,Taylor County,IA,01/01/2015 12:00:00 AM,3245,3140,105,3.2,"Taylor County, IA
(42.7672, -91.646698)"
CN2212500000000,22,125,West Feliciana Parish,LA,01/01/2015 12:00:00 AM,5415,5129,286,5.3,"West Feliciana Parish, LA
(31.6361, -91.57)"
CN2905500000000,29,055,Crawford County,MO,01/01/2015 12:00:00 AM,10979,10320,659,6,"Crawford County, MO
(40.474701, -92.275299)"
CN2804900000000,28,049,Hinds County,MS,01/01/2015 12:00:00 AM,109732,103144,6588,6,"Hinds County, MS
(34.9622, -89.741898)"
CN2611300000000,26,113,Missaukee County,MI,01/01/2015 12:00:00 AM,6983,6529,454,6.5,"Missaukee County, MI
(44.308899, -85.414398)"
CN2709300000000,27,093,Meeker County,MN,01/01/2015 12:00:00 AM,13239,12680,559,4.2,"Meeker County, MN
(46.610181, -93.312575)"
CN2120500000000,21,205,Rowan County,KY,01/01/2015 12:00:00 AM,10393,9786,607,5.8,"Rowan County, KY
(37.782501, -87.577202)"
CN2919500000000,29,195,Saline County,MO,01/01/2015 12:00:00 AM,11126,10591,535,4.8,"Saline County, MO
(36.795826, -92.075123)"
CN1902100000000,19,021,Buena Vista County,IA,01/01/2015 12:00:00 AM,11599,11167,432,3.7,"Buena Vista County, IA
(41.741901, -90.740303)"
CN1902700000000,19,027,Carroll County,IA,01/01/2015 12:00:00 AM,11317,11016,301,2.7,"Carroll County, IA
(43.066415, -92.672524)"
CN2106100000000,21,061,Edmonson County,KY,01/01/2015 12:00:00 AM,4614,4287,327,7.1,"Edmonson County, KY
(36.980098, -85.612293)"
CN2711700000000,27,117,Pipestone County,MN,01/01/2015 12:00:00 AM,4940,4773,167,3.4,"Pipestone County, MN
(44.000535, -96.30752)"
CN2111500000000,21,115,Johnson County,KY,01/01/2015 12:00:00 AM,7586,6956,630,8.3,"Johnson County, KY
(38.1194, -85.860298)"
CN2706500000000,27,065,Kanabec County,MN,01/01/2015 12:00:00 AM,8770,8188,582,6.6,"Kanabec County, MN
(45.846451, -93.431549)"
CN2123300000000,21,233,Webster County,KY,01/01/2015 12:00:00 AM,6008,5698,310,5.2,"Webster County, KY
(37.888901, -86.338898)"
CN2208900000000,22,089,St. Charles Parish,LA,01/01/2015 12:00:00 AM,25662,24191,1471,5.7,"St. Charles Parish, LA
(31.9611, -91.424698)"
CN2703900000000,27,039,Dodge County,MN,01/01/2015 12:00:00 AM,11367,10940,427,3.8,"Dodge County, MN
(44.029912, -92.849132)"
CN2711100000000,27,111,Otter Tail County,MN,01/01/2015 12:00:00 AM,30883,29577,1306,4.2,"Otter Tail County, MN
(46.42657, -95.556796)"
CN2902100000000,29,021,Buchanan County,MO,01/01/2015 12:00:00 AM,46800,44658,2142,4.6,"Buchanan County, MO
(37.211102, -90.1922)"
CN2704300000000,27,043,Faribault County,MN,01/01/2015 12:00:00 AM,7446,7118,328,4.4,"Faribault County, MN
(44.294758, -93.268448)"
CN2713900000000,27,139,Scott County,MN,01/01/2015 12:00:00 AM,78556,76082,2474,3.1,"Scott County, MN
(43.982464, -94.62708)"
CN3100100000000,31,001,Adams County,NE,01/01/2015 12:00:00 AM,16624,16097,527,3.2,"Adams County, NE
(40.45955, -96.509737)"
CN2605100000000,26,051,Gladwin County,MI,01/01/2015 12:00:00 AM,9972,9250,722,7.2,"Gladwin County, MI
(43.978711, -84.486692)"
CN2902300000000,29,023,Butler County,MO,01/01/2015 12:00:00 AM,19101,17921,1180,6.2,"Butler County, MO
(38.257943, -94.343266)"
CN2609700000000,26,097,Mackinac County,MI,01/01/2015 12:00:00 AM,5116,4623,493,9.6,"Mackinac County, MI
(45.774999, -84.730085)"
CN2105900000000,21,059,Daviess County,KY,01/01/2015 12:00:00 AM,44892,42814,2078,4.6,"Daviess County, KY
(37.741901, -82.885002)"
CN3115500000000,31,155,Saunders County,NE,01/01/2015 12:00:00 AM,10934,10594,340,3.1,"Saunders County, NE
(41.705237, -96.785835)"
CN2006500000000,20,065,Graham County,KS,01/01/2015 12:00:00 AM,1270,1219,51,4,"Graham County, KS
(37.606226, -99.291486)"
CN1905700000000,19,057,Des Moines County,IA,01/01/2015 12:00:00 AM,20550,19563,987,4.8,"Des Moines County, IA
(41.588822, -93.620309)"
CN2401100000000,24,011,Caroline County,MD,01/01/2015 12:00:00 AM,17503,16548,955,5.5,"Caroline County, MD
(39.391332, -79.463396)"
CN2301300000000,23,013,Knox County,ME,01/01/2015 12:00:00 AM,20416,19569,847,4.1,"Knox County, ME
(45.549236, -68.199399)"
CN2614300000000,26,143,Roscommon County,MI,01/01/2015 12:00:00 AM,7802,7101,701,9,"Roscommon County, MI
(42.812342, -82.758045)"
CN2909900000000,29,099,Jefferson County,MO,01/01/2015 12:00:00 AM,118433,112693,5740,4.8,"Jefferson County, MO
(38.577896, -92.187689)"
CN2019500000000,20,195,Trego County,KS,01/01/2015 12:00:00 AM,1504,1451,53,3.5,"Trego County, KS
(38.885601, -99.891403)"
CN2118500000000,21,185,Oldham County,KY,01/01/2015 12:00:00 AM,30512,29315,1197,3.9,"Oldham County, KY
(38.4403, -82.8983)"
CN2808900000000,28,089,Madison County,MS,01/01/2015 12:00:00 AM,51891,49525,2366,4.6,"Madison County, MS
(32.46059, -90.11181)"
CN2003300000000,20,033,Comanche County,KS,01/01/2015 12:00:00 AM,989,956,33,3.3,"Comanche County, KS
(37.64644, -98.432903)"
CN2815900000000,28,159,Winston County,MS,01/01/2015 12:00:00 AM,7117,6532,585,8.2,"Winston County, MS
(33.911685, -90.750908)"
CN2000700000000,20,007,Barber County,KS,01/01/2015 12:00:00 AM,2655,2542,113,4.3,"Barber County, KS
(37.567799, -94.6483)"
CN2101500000000,21,015,Boone County,KY,01/01/2015 12:00:00 AM,64600,61952,2648,4.1,"Boone County, KY
(36.631401, -83.7211)"
CN3105500000000,31,055,Douglas County,NE,01/01/2015 12:00:00 AM,286967,277350,9617,3.4,"Douglas County, NE
(40.593346, -96.387766)"
CN3101100000000,31,011,Boone County,NE,01/01/2015 12:00:00 AM,3014,2939,75,2.5,"Boone County, NE
(42.021099, -102.088097)"
CN2009700000000,20,097,Kiowa County,KS,01/01/2015 12:00:00 AM,1444,1401,43,3,"Kiowa County, KS
(37.20508, -100.702725)"
CN1913300000000,19,133,Monona County,IA,01/01/2015 12:00:00 AM,4769,4556,213,4.5,"Monona County, IA
(41.906635, -95.063795)"
CN1909100000000,19,091,Humboldt County,IA,01/01/2015 12:00:00 AM,5349,5168,181,3.4,"Humboldt County, IA
(42.721128, -94.214548)"
CN2700900000000,27,009,Benton County,MN,01/01/2015 12:00:00 AM,21427,20469,958,4.5,"Benton County, MN
(44.760101, -93.830254)"
CN2908900000000,29,089,Howard County,MO,01/01/2015 12:00:00 AM,5079,4831,248,4.9,"Howard County, MO
(36.5289, -92.331902)"
CN2918500000000,29,185,St. Clair County,MO,01/01/2015 12:00:00 AM,4003,3726,277,6.9,"St. Clair County, MO
(38.349037, -90.980744)"
CN2610500000000,26,105,Mason County,MI,01/01/2015 12:00:00 AM,14406,13531,875,6.1,"Mason County, MI
(45.774999, -84.730085)"
CN2400100000000,24,001,Allegany County,MD,01/01/2015 12:00:00 AM,32356,30092,2264,7,"Allegany County, MD
(38.589174, -76.091586)"
CN2400900000000,24,009,Calvert County,MD,01/01/2015 12:00:00 AM,47105,44937,2168,4.6,"Calvert County, MD
(39.063501, -76.935545)"
CN1908900000000,19,089,Howard County,IA,01/01/2015 12:00:00 AM,5383,5187,196,3.6,"Howard County, IA
(41.78483, -92.344861)"
CN2909100000000,29,091,Howell County,MO,01/01/2015 12:00:00 AM,16454,15400,1054,6.4,"Howell County, MO
(36.405185, -90.025564)"
CN3001300000000,30,013,Cascade County,MT,01/01/2015 12:00:00 AM,38451,36904,1547,4,"Cascade County, MT
(45.337799, -110.691399)"
CN2113500000000,21,135,Lewis County,KY,01/01/2015 12:00:00 AM,5026,4603,423,8.4,"Lewis County, KY
(37.075745, -88.973437)"
CN1817900000000,18,179,Wells County,IN,01/01/2015 12:00:00 AM,14057,13507,550,3.9,"Wells County, IN
(39.886784, -85.60962)"
CN2400500000000,24,005,Baltimore County,MD,01/01/2015 12:00:00 AM,445857,422214,23643,5.3,"Baltimore County, MD
(39.290443, -76.612333)"
CN2806700000000,28,067,Jones County,MS,01/01/2015 12:00:00 AM,26680,25082,1598,6,"Jones County, MS
(31.5389, -89.143303)"
CN3002300000000,30,023,Deer Lodge County,MT,01/01/2015 12:00:00 AM,5256,5048,208,4,"Deer Lodge County, MT
(46.397734, -112.729053)"
CN3114100000000,31,141,Platte County,NE,01/01/2015 12:00:00 AM,17154,16636,518,3,"Platte County, NE
(41.011212, -95.885034)"
CN2921700000000,29,217,Vernon County,MO,01/01/2015 12:00:00 AM,9884,9384,500,5.1,"Vernon County, MO
(40.36048, -91.461031)"
CN1918700000000,19,187,Webster County,IA,01/01/2015 12:00:00 AM,20386,19491,895,4.4,"Webster County, IA
(42.46942, -93.815856)"
CN2814100000000,28,141,Tishomingo County,MS,01/01/2015 12:00:00 AM,8050,7540,510,6.3,"Tishomingo County, MS
(34.637019, -88.232077)"
CN2401700000000,24,017,Charles County,MD,01/01/2015 12:00:00 AM,80670,76646,4024,5,"Charles County, MD
(38.9814, -76.983597)"
CN2207900000000,22,079,Rapides Parish,LA,01/01/2015 12:00:00 AM,58299,54530,3769,6.5,"Rapides Parish, LA
(31.3633, -92.5867)"
CN2019900000000,20,199,Wallace County,KS,01/01/2015 12:00:00 AM,874,850,24,2.7,"Wallace County, KS
(38.791388, -99.893398)"
CN2302700000000,23,027,Waldo County,ME,01/01/2015 12:00:00 AM,20543,19498,1045,5.1,"Waldo County, ME
(44.720001, -70.4589)"
CN2210300000000,22,103,St. Tammany Parish,LA,01/01/2015 12:00:00 AM,117686,111334,6352,5.4,"St. Tammany Parish, LA
(32.019058, -93.71848)"
CN2011900000000,20,119,Meade County,KS,01/01/2015 12:00:00 AM,2412,2340,72,3,"Meade County, KS
(37.289848, -98.580594)"
CN2606100000000,26,061,Houghton County,MI,01/01/2015 12:00:00 AM,16558,15512,1046,6.3,"Houghton County, MI
(47.121239, -88.564482)"
CN2700300000000,27,003,Anoka County,MN,01/01/2015 12:00:00 AM,188414,181555,6859,3.6,"Anoka County, MN
(48.079185, -96.702156)"
CN2111700000000,21,117,Kenton County,KY,01/01/2015 12:00:00 AM,81973,78325,3648,4.5,"Kenton County, KY
(38.868301, -84.4561)"
CN2812700000000,28,127,Simpson County,MS,01/01/2015 12:00:00 AM,10951,10308,643,5.9,"Simpson County, MS
(31.2353, -89.923103)"
CN1818100000000,18,181,White County,IN,01/01/2015 12:00:00 AM,13629,13076,553,4.1,"White County, IN
(39.4883, -87.454697)"
CN2301700000000,23,017,Oxford County,ME,01/01/2015 12:00:00 AM,26535,25084,1451,5.5,"Oxford County, ME
(44.136503, -70.490235)"
CN1915300000000,19,153,Polk County,IA,01/01/2015 12:00:00 AM,256021,246445,9576,3.7,"Polk County, IA
(40.967741, -91.285012)"
CN1904500000000,19,045,Clinton County,IA,01/01/2015 12:00:00 AM,24454,23210,1244,5.1,"Clinton County, IA
(41.838935, -90.190747)"
CN1903900000000,19,039,Clarke County,IA,01/01/2015 12:00:00 AM,4775,4576,199,4.2,"Clarke County, IA
(42.784706, -92.667762)"
CN2705100000000,27,051,Grant County,MN,01/01/2015 12:00:00 AM,3322,3165,157,4.7,"Grant County, MN
(47.231455, -93.526879)"
CN2206700000000,22,067,Morehouse Parish,LA,01/01/2015 12:00:00 AM,10841,9647,1194,11,"Morehouse Parish, LA
(31.127699, -92.06577)"
CN2802100000000,28,021,Claiborne County,MS,01/01/2015 12:00:00 AM,3133,2741,392,12.5,"Claiborne County, MS
(31.502256, -91.411975)"
CN2608100000000,26,081,Kent County,MI,01/01/2015 12:00:00 AM,342371,329557,12814,3.7,"Kent County, MI
(43.220163, -85.752649)"
CN2100900000000,21,009,Barren County,KY,01/01/2015 12:00:00 AM,18288,17338,950,5.2,"Barren County, KY
(38.264397, -85.667397)"
CN1915700000000,19,157,Poweshiek County,IA,01/01/2015 12:00:00 AM,10525,10138,387,3.7,"Poweshiek County, IA
(40.7122, -95.129402)"
CN2915700000000,29,157,Perry County,MO,01/01/2015 12:00:00 AM,10277,9846,431,4.2,"Perry County, MO
(38.577202, -91.614197)"
CN2402500000000,24,025,Harford County,MD,01/01/2015 12:00:00 AM,136141,129433,6708,4.9,"Harford County, MD
(39.588902, -76.663597)"
CN2011100000000,20,111,Lyon County,KS,01/01/2015 12:00:00 AM,16594,15877,717,4.3,"Lyon County, KS
(39.249426, -94.899962)"
CN2906300000000,29,063,DeKalb County,MO,01/01/2015 12:00:00 AM,5083,4847,236,4.6,"DeKalb County, MO
(39.5875, -94.923862)"
CN1916300000000,19,163,Scott County,IA,01/01/2015 12:00:00 AM,87659,83475,4184,4.8,"Scott County, IA
(41.547699, -93.619698)"
CN1909900000000,19,099,Jasper County,IA,01/01/2015 12:00:00 AM,19134,18378,756,4,"Jasper County, IA
(40.943405, -94.757501)"
CN3111900000000,31,119,Madison County,NE,01/01/2015 12:00:00 AM,19220,18687,533,2.8,"Madison County, NE
(41.827952, -97.456239)"
CN2909700000000,29,097,Jasper County,MO,01/01/2015 12:00:00 AM,58446,55953,2493,4.3,"Jasper County, MO
(37.336131, -94.300792)"
CN2000500000000,20,005,Atchison County,KS,01/01/2015 12:00:00 AM,7452,6992,460,6.2,"Atchison County, KS
(39.560903, -95.127377)"
CN2704700000000,27,047,Freeborn County,MN,01/01/2015 12:00:00 AM,16220,15604,616,3.8,"Freeborn County, MN
(45.665156, -94.68891)"
CN2003900000000,20,039,Decatur County,KS,01/01/2015 12:00:00 AM,1347,1297,50,3.7,"Decatur County, KS
(37.181256, -96.71548)"
CN2018100000000,20,181,Sherman County,KS,01/01/2015 12:00:00 AM,3083,2993,90,2.9,"Sherman County, KS
(37.257198, -95.0569)"
CN2917500000000,29,175,Randolph County,MO,01/01/2015 12:00:00 AM,10574,9942,632,6,"Randolph County, MO
(39.158831, -94.495323)"
